"investor_reference"," consumer_creditor_class","debt_amount"
"PW00260810","PMB",45
"jb00057310","PMB",1967
"PF00332574","PMB",3052
"me00165264","PMB",1550
"JO00261558","PMB",101
"tM00261624","PMB",4311
"BS00261756","PMB",262
"CP00199518","PMB",6528
"JV00262097","PMB",9093
"IA00318065","PMB",2066
"LW00262229","PMB",1958
"FR00085371","PMB",4434
"HW00091410","PMB",1341
"AK00262372","PMB",197
"LR00040909","PMB",2182
"RB00266541","PMB",17173
"DH00112981","PMB",2104
"BO00263406","PMB",2133
"SZ00040161","PMB",1128
"CP00312928","PMB",1237
"TV00014509","PMB",49
"CD00020460","PMB",2143
"ND00052107","PMB",79
"JI00078804","PMB",2145
"MM00148291","PMB",1291
"CS00335643","PMB",4261
"LG00265144","PMB",2108
"AJ00323554","PMB",5055
"LT00265463","PMB",1814
"CB00149941","PMB",1967
"JM00147675","PMB",2884
"AW00265815","PMB",5924
"MH00265903","PMB",39
"PC00266244","PMB",550
"PC00337414","PMB",42015
"GC00266662","PMB",1340
"RH00266838","PMB",2501
"AA00159027","PMB",6066
"GR00267025","PMB",1969
"mh00164109","PMB",2104
"CD00267135","PMB",630
"GM00241648","PMB",756
"BP00267322","PMB",881
"JJ00267674","PMB",4812
"HB00267729","PMB",1990
"TE00266937","PMB",1235
"RC00282458","PMB",438
"CP00268191","PMB",190
"DP00268224","PMB",190
"BC00086196","PMB",102
"TS00268653","PMB",1969
"SD00268961","PMB",5214
"DB00261195","PMB",6284
"PW00269038","PMB",4159
"MB00269478","PMB",788
"DV00269555","PMB",2108
"KL00317911","PMB",15793
"MC00325655","PMB",215
"CC00270600","PMB",252
"NS00130977","PMB",1506
"PH00320221","PMB",987029
"jh00093973","PMB",7131
"CB00271381","PMB",1537
"cD00271425","PMB",21224
"MC00271502","PMB",2638
"PT00016291","PMB",1967
"GW00271909","PMB",156
"SL00272030","PMB",2182
"PB00272217","PMB",3109
"CB00141680","PMB",1970
"SL00317977","PMB",158019
"JR00272371","PMB",7874
"IS00272437","PMB",42
"BP00272624","PMB",8158
"JT00272657","PMB",8662
"JM00332486","PMB",2106
"CM00163515","PMB",2108
"PL00273581","PMB",1968
"PT00273350","PMB",6404
"KP00151041","PMB",2194
"GC00273614","PMB",788
"NM00273647","PMB",1226
"TC00208560","PMB",3256
"RA00319044","PMB",1107
"DC00273812","PMB",445
"GW00023683","PMB",11807
"FT00264517","PMB",2079
"SK00274252","PMB",63
"VR00274549","PMB",2083
"km00274560","PMB",53
"AS00319264","PMB",1138
"CF00191774","PMB",3559
"AE00034111","PMB",901
"DG00275187","PMB",4209
"LF00317515","PMB",4239
"AQ00275682","PMB",9564
"KS00187858","PMB",1307
"TM00275924","PMB",45
"DC00275979","PMB",2104
"TL00222464","PMB",2106
"SD00168993","PMB",346
"pk00276254","PMB",1786
"SL00058344","PMB",2108
"cj00095260","PMB",412
"DD00039402","PMB",5667
"es00154000","PMB",2106
"AS00276980","PMB",1790
"DW00092829","PMB",1813
"MM00303820","PMB",7564
"CB00277464","PMB",117
"AB00277673","PMB",4478
"HD00083655","PMB",2252
"SM00277926","PMB",2311
"RB00278267","PMB",7884
"JS00327327","PMB",2966
"CF00333949","PMB",4282
"FU00279180","PMB",16179
"LH00279202","PMB",47
"MH00279466","PMB",2173
"RG00279499","PMB",4329
"GM00216381","PMB",3985
"CB00175054","PMB",917
"TM00280082","PMB",873
"MM00202433","PMB",2104
"RC00280797","PMB",2774
"AM00092994","PMB",2145
"LK00281072","PMB",662
"RM00281534","PMB",5901
"KH00217283","PMB",6173
"CC00322509","PMB",3060
"LP00325523","PMB",4339
"AS00282194","PMB",2644
"AB00262273","PMB",3101
"SL00224554","PMB",2084
"MA00282711","PMB",1974
"SP00089991","PMB",2106
"JS00283184","PMB",2392
"LB00337359","PMB",2113
"AB00283404","PMB",2572
"SG00178013","PMB",4785
"JH00261932","PMB",8322
"DB00329890","PMB",968
"AM00284196","PMB",2124
"DM00284284","PMB",1606
"GB00284317","PMB",88
"AD00173415","PMB",2107
"mw00284592","PMB",8546
"md00154077","PMB",2112
"KH00154759","PMB",1967
"FT00285472","PMB",1967
"SH00285648","PMB",368
"AS00285824","PMB",4251
"mp00317449","PMB",4609
"PP00334301","PMB",3425
"IM00286099","PMB",1092
"rt00286132","PMB",83
"CW00142681","PMB",2106
"CL00320133","PMB",4600
"YT00137060","PMB",95
"ah00218823","PMB",8157
"JD00312169","PMB",3942
"DJ00287155","PMB",1970
"IH00194282","PMB",2138
"MJ00319220","PMB",1096
"MC00195261","PMB",1428
"HM00287661","PMB",12130
"MS00132143","PMB",10125
"JW00151536","PMB",1593
"MB00030558","PMB",1971
"JH00106502","PMB",2106
"LW00288310","PMB",905
"rb00074921","PMB",3932
"RM00029293","PMB",4192
"PT00119009","PMB",4478
"RO00288948","PMB",2236
"JS00187077","PMB",1410
"HS00289113","PMB",4364
"GD00289190","PMB",421
"AY00331419","PMB",2760
"HP00048136","PMB",2107
"JB00156871","PMB",3937
"DB00324379","PMB",1185
"NW00318263","PMB",8115
"PD00012562","PMB",4229
"BM00289817","PMB",4431
"PD00195668","PMB",2136
"TS00289894","PMB",401
"GL00335489","PMB",4194
"dm00290037","PMB",2391
"TG00339658","PMB",1020
"wr00290345","PMB",1250
"ia00202026","PMB",1722
"SM00153032","PMB",6863
"MT00290873","PMB",1972
"MG00291038","PMB",8854
"AB00291148","PMB",1349
"LS00198572","PMB",639
"JB00291423","PMB",4594
"LC00172744","PMB",427
"MW00193798","PMB",4192
"mk00291907","PMB",2879
"SM00040227","PMB",11214
"ph00291973","PMB",2286
"MN00309078","PMB",2242
"ND00292314","PMB",135
"jw00292336","PMB",1311
"JH00287452","PMB",1233
"ME00292589","PMB",114
"HW00162261","PMB",2108
"ap00308165","PMB",4192
"TS00302181","PMB",5996
"JM00323950","PMB",2176
"TB00296725","PMB",1967
"MG00293568","PMB",705
"KG00145530","PMB",2107
"PM00024046","PMB",4107
"DL00285901","PMB",13770
"ds00294140","PMB",18072
"mr00294932","PMB",62
"KM00295218","PMB",2107
"RH00295262","PMB",4213
"AB00295273","PMB",425
"ES00034089","PMB",1968
"KW00295988","PMB",43
"WB00317922","PMB",4443
"AV00296032","PMB",7142
"ME00319253","PMB",11326
"AB00152196","PMB",1362
"WS00296428","PMB",152
"MB00296615","PMB",46
"HP00207152","PMB",2144
"ms00296802","PMB",8990
"sb00296835","PMB",2631
"RH00297275","PMB",21266
"KW00297396","PMB",1052
"sH00091113","PMB",4468
"RL00297836","PMB",469
"CD00298023","PMB",425
"MP00333333","PMB",17163
"PH00074943","PMB",3315
"PK00188067","PMB",2106
"TW00298771","PMB",6686
"sp00298848","PMB",562
"gj00298881","PMB",87
"SC00322828","PMB",1182
"CH00098923","PMB",391
"RP00299552","PMB",2949
"EM00087021","PMB",7642
"MC00058971","PMB",6335
"SJ00299772","PMB",1312
"JS00299794","PMB",8590
"pc00147169","PMB",1379
"JC00300234","PMB",362
"LG00300608","PMB",9956
"WC00300641","PMB",2365
"CG00221859","PMB",1110
"SG00317416","PMB",20726
"JA00319121","PMB",1139
"AA00332926","PMB",2106
"AF00217855","PMB",2180
"BD00301488","PMB",1896
"VG00301565","PMB",2107
"AB00301697","PMB",3248
"DM00333509","PMB",1969
"ab00055572","PMB",4863
"JJ00301972","PMB",2107
"SP00302005","PMB",116
"DG00302049","PMB",6553
"PE00317955","PMB",22243
"al00275264","PMB",2252
"WH00013750","PMB",9683
"NP00302522","PMB",1876
"PB00085646","PMB",2106
"AG00213697","PMB",2108
"AL00303237","PMB",2053
"RD00303666","PMB",451
"FM00243430","PMB",2106
"JM00335434","PMB",2253
"MP00304227","PMB",918
"JR00050226","PMB",1235
"HD00163471","PMB",4365
"AH00216865","PMB",3945
"DR00304986","PMB",18107
"ct00305206","PMB",6083
"NP00305239","PMB",2365
"EC00305426","PMB",2796
"PS00305558","PMB",861
"WM00306273","PMB",3002
"MS00146905","PMB",2108
"DB00306548","PMB",2077
"sg00144672","PMB",2132
"SD00306713","PMB",8143
"mj00194700","PMB",43
"GE00306845","PMB",1990
"LH00307494","PMB",145
"RS00105061","PMB",5240
"KD00307791","PMB",1300
"ML00256751","PMB",6299
"ML00209440","PMB",4195
"PW00056958","PMB",7876
"BK00120395","PMB",3460
"gw00308594","PMB",8948
"SU00329912","PMB",422
"JB00308715","PMB",832
"JL00308781","PMB",2106
"PL00151910","PMB",4192
"NP00163317","PMB",3945
"HM00083380","PMB",9831
"aa00038995","PMB",849
"sg00335797","PMB",3942
"aJ00116897","PMB",2036
"MB00035992","PMB",13614
"MC00020966","PMB",7340
"AP00309551","PMB",48
"SG00337667","PMB",211
"cw00309749","PMB",2333
"DW00141878","PMB",1969
"SB00309969","PMB",572
"MF00310167","PMB",2721
"TB00161623","PMB",2106
"SS00310299","PMB",12596
"DF00240988","PMB",2108
"JA00086416","PMB",2108
"DM00310464","PMB",3150
"Rw00310640","PMB",4260
"JM00310695","PMB",847
"DO00310750","PMB",2143
"GK00310761","PMB",7311
"NP00310805","PMB",9854
"MC00118140","PMB",230
"JD00310981","PMB",413
"EH00311300","PMB",3943
"DW00214093","PMB",2793
"TJ00092697","PMB",2140
"NB00311564","PMB",2294
"JG00094853","PMB",12056
"MF00311740","PMB",20176
"JT00312103","PMB",790
"DB00038038","PMB",3134
"EW00312191","PMB",1788
"FP00312224","PMB",2685
"dk00322190","PMB",244
"MP00312521","PMB",2217
"MM00323543","PMB",5189
"KY00159170","PMB",1481
"JP00312840","PMB",4169
"RB00098989","PMB",508
"WW00039908","PMB",646
"CD00313236","PMB",4288
"NA00313280","PMB",5899
"PH00148775","PMB",3425
"VW00313313","PMB",9838
"SW00313346","PMB",450
"VB00079970","PMB",228
"LV00314182","PMB",2612
"TP00301191","PMB",2106
"OL00314281","PMB",2163
"FS00316338","PMB",894
"GS00173426","PMB",2143
"BP00314490","PMB",17044
"TM00167409","PMB",2107
"JB00314589","PMB",1080
"rl00314666","PMB",1140
"sc00291412","PMB",2108
"NB00315282","PMB",26906
"HB00315293","PMB",26906
"DA00081070","PMB",79
"VD00315458","PMB",5911
"Ab00315480","PMB",208
"CS00140250","PMB",2144
"JA00315832","PMB",7711
"JB00075416","PMB",1034
"SM00189222","PMB",1975
"JT00316888","PMB",1789
"jh00121968","PMB",1499
"JH00187242","PMB",3087
"BD00317229","PMB",8074
"SV00317295","PMB",1212
"DB00117084","PMB",6757
"DS00317427","PMB",2082
"fh00334433","PMB",4266
"RT00150491","PMB",2104
"NS00156398","PMB",2144
"RW00317988","PMB",5559
"DP00318098","PMB",13104
"VT00215457","PMB",1972
"cp00318351","PMB",2412
"RC00075757","PMB",10513
"LH00318780","PMB",4077
"AD00338283","PMB",1232
"IS00319099","PMB",4164
"DS00319220","PMB",197
"pb00030360","PMB",786
"TK00081444","PMB",1714
"DB00319627","PMB",2183
"TL00319825","PMB",15928
"SK00319858","PMB",225
"KP00319913","PMB",1749
"DF00320199","PMB",2116
"JD00320254","PMB",2299
"BS00320397","PMB",1361
"CT00320463","PMB",13475
"MN00320518","PMB",251
"FM00320606","PMB",159
"BK00320650","PMB",3945
"lf00320749","PMB",4550
"MC00205414","PMB",2180
"Gr00320826","PMB",19697
"CG00129943","PMB",4760
"ES00287529","PMB",2223
"JR00290202","PMB",79
"LB00258280","PMB",1723
"BD00317746","PMB",368
"PB00186956","PMB",1261
"sb00317559","PMB",4091
"JG00012518","PMB",250
"DH00165770","PMB",2108
"mp00276881","PMB",4192
"NC00312829","PMB",4347
"AM00104907","PMB",299
"DB00317845","PMB",7095
"KD00150568","PMB",13363
"PF00219637","PMB",3943
"NP00184745","PMB",1425
"BM00310431","PMB",2252
"KA00238337","PMB",2759
"AR00147609","PMB",2107
"JB00208483","PMB",2106
"RA00320584","PMB",2995
"GC00216293","PMB",1969
"aw00318076","PMB",2308
"CG00041712","PMB",8997
"HH00067232","PMB",4518
"MB00196449","PMB",2307
"JC00318164","PMB",2066
"PM00011363","PMB",4860
"jn00161920","PMB",2150
"CB00318241","PMB",2025
"VF00318263","PMB",3230
"PG00269885","PMB",2252
"AJ00312268","PMB",1861
"IR00162371","PMB",2107
"DD00096503","PMB",2273
"KR00096008","PMB",2104
"JG00210386","PMB",2107
"PM00318626","PMB",2248
"MT00144870","PMB",1427
"PM00318703","PMB",2248
"PW00231187","PMB",2759
"AP00294107","PMB",844
"MB00072259","PMB",1733
"IC00139546","PMB",1970
"EC00240922","PMB",3947
"AW00041987","PMB",1970
"HT00152790","PMB",1126
"TM00207504","PMB",2141
"CF00321145","PMB",5122
"ap00225962","PMB",1967
"RS00049841","PMB",259
"RO00078034","PMB",3940
"NP00106777","PMB",1318
"EB00157421","PMB",5901
"RL00319000","PMB",2510
"NW00293128","PMB",5304
"RE00146663","PMB",2107
"SB00325732","PMB",2917
"RM00068035","PMB",2105
"FT00176715","PMB",13510
"KC00193842","PMB",108
"JS00195096","PMB",2367
"AM00169708","PMB",2121
"ma00023804","PMB",84
"dw00319242","PMB",10749
"JF00318296","PMB",2196
"JB00188771","PMB",3567
"BW00126665","PMB",2108
"AP00337117","PMB",206
"PR00030250","PMB",2107
"AH00126192","PMB",5911
"CS00330726","PMB",1182
"HB00332409","PMB",6181
"HA00167046","PMB",2368
"JA00241901","PMB",4386
"cW00302071","PMB",426
"MW00165176","PMB",2106
"AB00273493","PMB",2104
"PB00194733","PMB",2143
"DS00101739","PMB",4729
"PE00117557","PMB",1969
"JR00320034","PMB",14390
"RR00320045","PMB",14390
"MC00022374","PMB",4291
"RB00320089","PMB",4387
"MS00257235","PMB",966
"Nw00141768","PMB",1256
"MR00180939","PMB",2369
"GR00029106","PMB",2107
"FM00320188","PMB",3491
"ML00320199","PMB",6537
"JS00115478","PMB",788
"AS00151272","PMB",1303
"EW00085393","PMB",7891
"PH00332178","PMB",7875
"sg00319264","PMB",1970
"DR00200827","PMB",2145
"KB00267993","PMB",1970
"BS00157927","PMB",3401
"CH00333740","PMB",1969
"NC00166716","PMB",4540
"JP00042592","PMB",2181
"mL00336534","PMB",4309
"RP00147587","PMB",1932
"DE00172898","PMB",23921
"RA00156662","PMB",2106
"JW00164912","PMB",6302
"CM00132242","PMB",1576
"sf00178464","PMB",2294
"sl00335940","PMB",4327
"GH00146520","PMB",2105
"SB00321211","PMB",8381
"AR00321266","PMB",395
"GW00209825","PMB",2142
"MC00013530","PMB",585
"RS00156915","PMB",6436
"TR00321486","PMB",43
"sg00016302","PMB",6300
"JM00321585","PMB",2185
"ns00321662","PMB",2182
"RS00016489","PMB",1181
"IG00016907","PMB",4195
"RE00017435","PMB",1971
"BB00018458","PMB",2107
"rl00020273","PMB",8407
"BB00032120","PMB",1970
"HC00030459","PMB",1501
"CS00322069","PMB",2223
"AP00322102","PMB",1285
"GD00149138","PMB",1970
"HG00267388","PMB",985
"AA00038753","PMB",2343
"JR00034441","PMB",2106
"NC00030371","PMB",13772
"WB00322388","PMB",6485
"SC00264275","PMB",114
"pe00186791","PMB",6302
"sb00037081","PMB",66
"HC00322718","PMB",295
"MM00041305","PMB",417
"TL00322795","PMB",1309
"Ed00155485","PMB",4893
"GF00322278","PMB",4479
"MC00184591","PMB",2107
"DH00321299","PMB",4520
"RB00323356","PMB",43
"CT00337392","PMB",164
"AG00253583","PMB",1970
"JB00067067","PMB",1974
"cO00108119","PMB",8272
"JC00254650","PMB",978
"TT00323906","PMB",117935
"NL00160094","PMB",8398
"WB00066264","PMB",1717
"PR00048114","PMB",44
"HH00054252","PMB",856
"SP00154913","PMB",2106
"JB00324280","PMB",3150
"DK00128172","PMB",2417
"AC00064141","PMB",1969
"AB00324412","PMB",39
"SW00085118","PMB",512
"sw00217272","PMB",2052
"KE00201982","PMB",1970
"JD00075999","PMB",1970
"WH00268455","PMB",3934
"CI00034507","PMB",1896
"WW00063536","PMB",1305
"JM00328845","PMB",2958
"CP00334576","PMB",1282
"PN00279818","PMB",2105
"SC00325094","PMB",43
"CD00079860","PMB",10575
"OP00317031","PMB",459
"JS00207339","PMB",2108
"MS00245751","PMB",8751
"CW00325479","PMB",2169
"SC00330154","PMB",3006
"DK00317669","PMB",2952
"ub00025454","PMB",16501
"PB00170555","PMB",2144
"CT00012397","PMB",115
"EY00325644","PMB",79
"MP00332321","PMB",2106
"MC00188925","PMB",2105
"RS00077781","PMB",6564
"GH00155760","PMB",2178
"EH00258346","PMB",2107
"mf00200695","PMB",1971
"DC00219384","PMB",2105
"JO00195767","PMB",4037
"jw00326381","PMB",8490
"AR00334103","PMB",2104
"CA00042185","PMB",9009
"MW00263780","PMB",3516
"PW00318923","PMB",1348
"KJ00326557","PMB",1515
"PB00056496","PMB",4209
"DC00224994","PMB",21851
"bp00138578","PMB",2108
"GW00326964","PMB",4192
"RT00327008","PMB",4791
"RB00122375","PMB",2065
"GW00112079","PMB",4237
"TB00149644","PMB",1972
"ds00138424","PMB",6301
"sw00147422","PMB",1967
"JH00320111","PMB",2105
"KF00217778","PMB",2180
"MJ00327822","PMB",3732
"JG00094435","PMB",2107
"AC00075174","PMB",14653
"MD00203324","PMB",1436
"SP00048774","PMB",450
"JB00102322","PMB",4594
"HP00319319","PMB",3942
"LB00149578","PMB",6039
"FG00332255","PMB",1968
"CL00045595","PMB",6421
"WM00155991","PMB",2525
"nw00338239","PMB",2105
"MD00083677","PMB",2141
"AM00328955","PMB",4387
"IG00329109","PMB",2112
"DR00329461","PMB",1972
"RW00203676","PMB",1971
"PM00292182","PMB",4339
"WK00320870","PMB",2954
"MK00115621","PMB",1064
"MT00116677","PMB",2945
"PJ00177199","PMB",1429
"DC00207878","PMB",8567
"AB00330583","PMB",1309
"RS00146399","PMB",2107
"WY00035959","PMB",2107
"AM00332838","PMB",2106
"mh00323290","PMB",2174
"AW00156772","PMB",2104
"SP00143825","PMB",2108
"dm00145332","PMB",2108
"SM00082896","PMB",10215
"JW00318769","PMB",297
"JB00214005","PMB",2106
"pg00201223","PMB",2137
"DI00245553","PMB",18471
"PC00308814","PMB",13761
"LH00093115","PMB",2108
"RD00142868","PMB",2108
"EW00192115","PMB",440
"SJ00302940","PMB",8783
"gc00236291","PMB",1967
"WD00147994","PMB",1673
"RL00290851","PMB",789
"KL00164967","PMB",896
"sk00147136","PMB",2284
"MW00320672","PMB",9851
"JA00157707","PMB",6405
"DH00318890","PMB",1740
"LG00320364","PMB",394
"DA00148577","PMB",2145
"CB00202334","PMB",449
"JF00043373","PMB",4846
"RG00094358","PMB",2108
"AW00328504","PMB",6702
"bc00140184","PMB",5952
"TL00177881","PMB",57397
"BE00170720","PMB",22122
"GB00098472","PMB",2237
"PS00334081","PMB",1967
"mh00265628","PMB",4366
"VK00293392","PMB",4406
"VT00301774","PMB",16356
"Ct00329626","PMB",13143
"LM00043604","PMB",2103
"HB00330913","PMB",1184
"Sw00210364","PMB",2134
"DN00115126","PMB",2318
"DH00338107","PMB",2107
"JW00295746","PMB",2107
"gb00161667","PMB",832
"cD00243166","PMB",26453
"NB00320298","PMB",4428
"MA00149292","PMB",4167
"KK00202829","PMB",1418
"SM00091817","PMB",2108
"AM00042163","PMB",1332
"PR00149633","PMB",1547
"PT00274923","PMB",646
"MH00185460","PMB",6153
"PS00198682","PMB",2136
"CB00153978","PMB",2159
"SS00243551","PMB",6300
"MS00195008","PMB",4107
"DB00317999","PMB",8508
"DB00318637","PMB",1970
"NS00215413","PMB",1968
"RG00012738","PMB",3943
"PT00336644","PMB",2119
"NP00140855","PMB",13794
"JB00205480","PMB",2250
"jp00176891","PMB",2106
"pd00104885","PMB",3943
"ce00319792","PMB",6643
"LP00252153","PMB",2107
"KT00254815","PMB",2119
"GF00094908","PMB",2108
"KI00076956","PMB",2957
"RA00338217","PMB",2105
"FW00250272","PMB",2364
"RB00335225","PMB",3938
"GW00158928","PMB",4213
"RS00161964","PMB",4398
"MC00260997","PMB",57
"SS00163537","PMB",2107
"LM00140569","PMB",2527
"WE00164340","PMB",2217
"MJ00079827","PMB",39
"JB00326711","PMB",1411
"NY00223333","PMB",453134
"MH00165924","PMB",3950
"AH00133089","PMB",2105
"SF00336347","PMB",2155
"JH00088704","PMB",6746
"SH00133353","PMB",31572
"AP00329593","PMB",8749
"RB00162008","PMB",715
"GB00318802","PMB",1183
"KP00322124","PMB",8816
"tm00331287","PMB",6694
"JM00331540","PMB",3937
"LT00334136","PMB",8416
"TC00330220","PMB",8444
"JG00020196","PMB",1970
"JW00075515","PMB",1375
"DC00153791","PMB",2299
"GR00032439","PMB",2108
"LS00150469","PMB",2108
"SR00073161","PMB",4137
"PB00247478","PMB",3936
"DB00147884","PMB",2411
"NL00238689","PMB",1971
"AP00182974","PMB",1968
"IM00149886","PMB",178
"MB00286880","PMB",463
"LG00152867","PMB",2106
"MG00209539","PMB",2108
"GC00208329","PMB",1970
"DM00205711","PMB",2107
"mk00188144","PMB",2180
"WL00084535","PMB",12345
"MP00182149","PMB",4215
"PM00068827","PMB",2108
"JV00263725","PMB",10071
"BD00196922","PMB",1969
"HE00203720","PMB",1971
"bt00322784","PMB",30619
"DM00207207","PMB",1970
"MW00306350","PMB",2144
"JH00320210","PMB",354825
"wc00283030","PMB",1995
"ML00339900","PMB",47298
"PL00287628","PMB",1223
"BW00215820","PMB",7948
"LM00289608","PMB",4262
"BH00290730","PMB",743
"CM00135630","PMB",197
"RA00259325","PMB",2241
"JH00118646","PMB",1767
"AW00076879","PMB",4372
"ML00318824","PMB",2149
"SC00281655","PMB",2253
"JA00233783","PMB",12725
"RH00327492","PMB",4246
"DT00334521","PMB",8661
"PF00133155","PMB",4637
"Bb00140514","PMB",2108
"MB00329791","PMB",404
"sr00257719","PMB",1377
"CP00147851","PMB",3252
"MM00321409","PMB",8610
"AB00021450","PMB",4194
"DM00322982","PMB",1181
"LB00189948","PMB",1379
"sa00167849","PMB",6302
"EO00317878","PMB",1118
"KW00306438","PMB",3876
"JS00325600","PMB",2108
"am00325908","PMB",398
"mr00149655","PMB",4195
"cd00258907","PMB",4673
"NW00276056","PMB",1860
"AA00087703","PMB",1551
"KF00132638","PMB",13614
"KN00318725","PMB",2285
"jf00080388","PMB",6803
"HG00131714","PMB",2199
"YK00162239","PMB",1266
"RR00328108","PMB",4504
"RV00323873","PMB",4038
"JP00234773","PMB",22767
"TD00162129","PMB",2107
"MH00327118","PMB",2970
"HL00150920","PMB",11173
"MF00293106","PMB",1972
"ML00277024","PMB",210
"KG00333322","PMB",2105
"NP00189354","PMB",2179
"AB00278729","PMB",42
"KS00241252","PMB",1363
"SR00152350","PMB",445
"BM00129756","PMB",2105
"ja00015499","PMB",7872
"SB00201597","PMB",5772
"DM00333355","PMB",2105
"JC00256553","PMB",2715
"PW00208615","PMB",2106
"bs00048422","PMB",537
"JD00026686","PMB",2617
"KA00317218","PMB",6665
"MG00034584","PMB",2409
"PH00214599","PMB",80
"VB00110154","PMB",4190
"ew00166111","PMB",2108
"RG00202675","PMB",1404
"RP00153670","PMB",43176
"WS00292820","PMB",131
"DM00169664","PMB",111
"JC00087890","PMB",964
"AS00293711","PMB",2294
"AR00318736","PMB",118
"JH00334125","PMB",2177
"TN00078001","PMB",8625
"SZ00335687","PMB",3931
"PG00079464","PMB",614
"RQ00138116","PMB",1973
"JC00296593","PMB",9488
"TM00320309","PMB",3029
"hp00047047","PMB",1970
"GG00181610","PMB",1664
"pW00313456","PMB",4338
"JC00317801","PMB",2266
"JW00320485","PMB",1809
"PV00195074","PMB",2175
"SE00079673","PMB",2108
"PL00227238","PMB",458
"SP00309661","PMB",871
"MG00314457","PMB",3951
"JD00107569","PMB",4826
"SH00320001","PMB",2760
"pw00336578","PMB",424
"DL00235048","PMB",1998
"LK00159115","PMB",2824
"JP00321860","PMB",3008
"SV00277750","PMB",908
"CS00121066","PMB",1971
"NL00011374","M1",27919
"AM00011451","M1",15272
"RW00011638","M1",102
"IG00012034","M1",1068
"MP00012199","M1",824
"AD00012254","M1",16398
"SA00012463","M1",414
"JM00132649","M1",3844
"RT00018216","M1",10246
"JL00012782","M1",1416
"PR00012804","M1",10350
"JF00014179","M1",1032
"CP00014234","M1",49473
"AS00014531","M1",865
"SE00014872","M1",11097
